id,has_availability,availability_30,availability_60,availability_90,availability_365
30169799,t,0,0,0,0
30732253,t,4,20,47,312
30737581,t,3,3,3,3
30755190,t,29,53,81,234
30758887,t,28,52,82,357
30765782,t,11,25,43,248
30786764,t,0,0,0,0
30791213,t,0,0,0,107
30796197,,0,0,0,0
30806393,t,23,39,58,316
30171095,t,30,51,77,338
30171790,t,28,52,80,289
30172346,f,0,0,0,0
30173070,t,12,38,68,337
30182630,,11,27,44,293
30183112,,5,11,19,236
30193468,t,19,49,76,351
30814572,,0,0,0,0
30880062,t,30,60,90,365
30880619,t,0,0,0,0
30882412,t,10,27,53,328
30882685,t,16,46,76,351
30885357,t,10,26,35,164
30889682,t,29,59,89,269
30898222,t,15,36,66,304
30899091,t,10,28,58,329
30900488,t,22,52,82,333
30198394,t,4,7,18,254
30198996,t,2,10,12,110
30207011,t,8,27,54,326
30207551,t,13,27,47,317
30207728,t,7,20,40,297
30219330,t,5,8,16,213
30902642,t,21,46,69,320
30903144,t,13,40,70,318
30906111,t,22,38,55,303
30908461,,8,17,35,274
30921923,t,0,0,0,243
30936115,t,10,19,38,113
30938002,t,19,27,56,146
30939040,t,19,39,67,340
30221096,t,6,27,27,264
30226750,t,14,44,74,98
30245297,t,30,56,86,234
30252890,,0,0,0,0
30951435,t,0,0,0,0
30952376,t,10,22,34,166
30979696,t,2,2,2,2
30979941,t,10,27,57,329
30982784,t,16,34,55,113
30984933,,0,0,0,0
30995760,t,3,5,12,170
30999125,t,29,59,89,332
30305194,t,25,48,78,348
30315391,t,17,24,54,54
30343289,t,29,52,76,302
30343545,t,27,51,81,315
30344855,t,29,48,74,349
31010719,t,4,8,19,280
31014000,t,25,53,78,327
31023205,t,15,23,45,318
31023387,t,24,49,73,348
31023491,t,24,48,78,353
31023595,t,14,31,53,236
31023724,t,22,48,70,343
31023909,t,20,38,64,335
31029152,t,9,21,42,317
30371199,t,30,52,81,213
30373789,t,5,8,14,188
30379273,t,26,40,67,325
30387819,t,30,60,90,238
31041422,t,19,44,74,349
31049035,,7,20,32,292
31049681,t,7,33,63,147
31055283,t,8,15,21,48
31055858,t,4,20,35,258
31056771,,12,19,41,274
31057284,t,0,0,0,250
31057888,t,0,0,0,251
30387935,t,7,17,45,317
30395014,t,29,40,70,342
30395073,,0,0,0,0
30395214,t,30,60,88,235
31070662,t,8,16,34,254
31070832,t,12,36,54,274
31071626,t,0,0,0,0
31072062,t,30,60,79,250
31072208,t,29,59,89,364
31072344,t,1,1,1,1
31072510,t,29,59,89,344
31433748,,0,0,0,0
31437014,t,19,35,59,236
31438011,t,18,45,72,155
31458585,t,14,16,39,263
31461848,t,8,10,14,223
31072745,t,7,37,67,318
31097284,t,0,0,0,0
31110065,t,27,55,68,210
31120273,t,11,26,36,241
31121366,t,27,49,79,169
31135824,t,18,41,66,246
31141997,t,14,29,56,331
31142159,t,0,0,0,0
31462135,t,17,25,30,210
31464725,t,29,59,89,364
31464996,t,0,0,0,0
31465302,t,1,1,1,1
31142716,t,23,38,42,109
31167162,t,23,38,42,109
31167479,t,1,7,9,28
31174120,t,6,33,63,338
31186053,t,28,44,61,151
31189553,t,21,35,65,337
31192472,t,18,39,67,323
31205947,t,0,7,37,270
31465474,t,1,1,1,1
31470315,t,29,59,89,179
31479017,t,17,24,29,216
31479066,t,24,24,24,277
31479256,t,0,0,0,0
31251608,t,21,45,75,208
31257567,t,23,42,68,151
31262233,,0,0,0,0
31263757,,0,0,0,0
31289964,t,21,46,70,345
31292751,t,6,36,66,341
31308918,t,6,10,17,89
31315228,t,6,11,20,168
31479705,t,14,26,34,251
31479974,t,1,1,1,1
31480156,t,14,24,34,237
31481044,t,21,35,57,289
31481157,t,24,35,57,301
31481216,,0,0,0,0
31508494,t,25,39,54,144
31532485,t,17,33,60,87
31324680,t,0,0,0,0
31326788,t,30,57,75,75
31331531,t,8,38,64,88
31332452,t,0,0,0,0
31332710,t,8,15,28,204
31332852,t,5,9,26,176
31332997,t,1,6,11,189
31354134,t,0,0,0,0
31532900,t,12,24,34,53
31552048,t,18,32,47,299
31559087,t,7,13,18,129
31569363,t,29,59,89,364
31580852,t,4,10,18,215
31605783,t,4,15,35,207
31606907,t,30,60,85,294
31633799,t,1,1,1,1
31634922,t,30,60,88,363
31663690,t,8,30,60,335
31373716,t,30,57,72,233
31403137,t,28,58,88,271
31403399,t,15,35,65,293
31414572,t,20,27,37,98
31431842,,0,0,0,0
31432108,t,0,0,0,0
31432245,t,8,28,58,333
32083469,t,28,58,86,357
32118112,t,6,8,15,69
32120878,t,5,5,26,301
31668670,t,9,20,24,208
31689978,t,30,59,76,326
31695486,t,20,36,50,257
31696158,t,15,24,33,220
31703336,t,13,43,73,97
31758700,t,8,11,24,88
31759396,t,20,45,73,221
32123023,t,0,0,0,0
32127866,t,0,0,0,0
32158365,,0,0,0,0
32158960,t,1,16,46,221
32181663,t,14,26,34,226
32186379,t,30,60,85,265
32188168,t,0,0,0,0
32189248,t,21,47,77,257
32189545,t,20,31,57,206
31761816,,0,0,0,0
31774299,t,4,19,37,263
31815402,t,7,15,38,226
31819261,t,22,41,65,330
31824231,t,0,0,0,0
31843137,t,7,9,11,180
32235516,t,4,8,13,68
32236818,t,0,0,0,0
32274762,t,0,0,0,0
32306413,t,1,1,1,1
32328207,,0,0,0,0
32332026,t,14,15,27,162
32338091,,0,0,0,0
32347952,t,4,18,31,94
32349784,,0,0,0,0
32350133,,0,0,0,0
32350441,,0,0,0,0
32350624,,0,0,0,0
32350815,,0,0,0,0
32350988,,0,0,0,0
32351333,,0,0,0,0
32352763,,0,0,0,0
32355165,t,0,0,0,0
32394989,t,0,0,0,0
32398849,t,1,1,1,1
32415903,t,23,45,66,331
32418023,t,10,21,28,179
32418471,t,1,1,1,1
32420697,t,5,19,40,310
32434641,t,0,0,0,190
32443702,t,0,0,0,0
32461325,t,30,60,90,365
32466418,t,25,55,80,351
32471746,t,25,55,85,360
32484002,t,13,27,33,218
32486609,t,19,19,19,19
32487019,t,29,59,89,364
32487628,t,0,0,0,0
32487665,t,29,59,89,364
32491448,t,0,0,0,0
32498090,t,30,52,82,256
32518814,t,0,0,0,0
32562587,t,25,48,57,319
31846298,t,26,38,55,111
31876986,t,27,49,71,322
31884202,f,0,0,0,0
31903100,t,13,26,37,189
31919817,t,22,38,68,313
32570302,t,29,59,82,309
32606915,t,6,22,35,277
32612766,t,0,0,0,0
32622913,t,16,30,46,306
32625295,t,26,47,67,304
32629701,t,12,23,48,319
32629922,t,1,1,1,1
32631059,t,17,42,72,231
32652266,t,12,24,41,291
32687490,t,20,47,73,324
32688065,t,1,1,1,1
32688713,t,21,48,70,310
32688810,t,27,57,87,362
32689045,t,26,53,75,330
32690597,,0,0,0,0
32716981,t,4,6,11,137
32732033,t,14,33,41,248
32739733,t,24,42,56,324
32739734,t,1,1,1,1
32739737,t,8,16,30,275
32739739,t,16,37,52,237
32742467,t,0,0,0,57
32754270,t,30,60,90,365
31925325,t,14,33,59,310
31926219,,0,0,0,0
31928670,t,0,0,0,0
32757574,,0,0,0,0
32768175,t,0,1,20,287
32783994,t,13,25,32,133
32799148,,0,0,0,0
32801866,t,28,46,71,203
32802172,t,17,26,42,246
32803641,t,28,40,68,302
32803793,t,0,0,0,0
31947067,t,1,7,9,248
31948462,f,0,0,0,0
31950977,t,0,0,0,0
31970864,t,0,0,0,0
31976230,f,0,0,0,0
31980781,f,0,0,0,0
31982675,t,30,60,90,282
31983028,t,30,60,83,253
32804017,t,25,34,49,256
32809882,t,0,0,0,0
32811490,t,8,24,38,310
32812078,t,16,22,33,206
32824752,t,0,0,0,63
32836116,t,30,44,74,323
32843582,t,0,0,0,0
32855461,t,25,34,41,297
32864381,,0,0,0,0
32864385,,0,0,0,0
32864386,,0,0,0,0
32864390,,0,0,0,0
32864392,,0,0,0,0
32864394,,0,0,0,0
32864397,,0,0,0,0
32004377,t,22,32,45,291
32019530,,0,0,0,66
32029678,t,0,0,0,0
32865357,t,22,49,79,349
32868630,t,27,57,87,362
32868905,t,29,59,89,364
32881515,t,12,38,49,109
32883720,f,0,0,0,0
32888755,t,3,8,10,103
32889670,f,0,0,0,0
32891375,t,12,13,13,13
32030585,t,30,43,63,312
32040085,t,1,1,1,1
32043700,t,0,0,0,0
33211255,t,7,20,33,253
33211374,t,15,23,46,54
33215169,t,16,35,55,320
33215583,t,18,30,41,143
33217978,t,28,58,88,178
33218592,t,0,0,0,0
33225236,,0,0,0,0
32896509,t,11,13,25,199
32896546,t,3,16,40,40
32932472,t,0,0,0,0
32948003,t,1,1,1,1
32949176,t,0,0,0,0
32972336,t,29,59,89,269
32982121,t,17,19,26,235
32991699,t,14,33,48,260
33000211,t,0,0,0,0
33001372,t,7,7,7,7
33001387,t,0,0,0,0
33011984,t,12,20,50,130
33017959,f,0,0,0,0
33018760,f,0,0,0,0
33029658,t,21,26,49,268
33031232,t,10,19,36,186
33034223,,0,0,0,0
33241069,t,30,60,90,365
33241205,t,23,53,83,173
33288009,t,13,24,38,244
33300492,t,0,9,30,183
33037480,t,27,48,62,327
33042005,t,6,15,29,120
33042301,t,8,10,14,44
33062191,t,0,0,0,0
33070483,t,6,12,24,146
33085582,,0,0,0,0
33086461,,0,0,0,0
33105486,t,0,0,0,0
33114370,,0,0,0,0
33134588,t,25,39,69,296
33149712,t,30,54,84,341
33153999,t,0,0,0,0
33157260,t,30,58,88,333
33158435,t,30,54,84,323
33158719,t,0,0,0,0
33158740,t,30,56,86,342
33162161,t,7,32,62,326
33797137,t,1,1,1,1
33797164,t,8,18,25,278
33800334,t,28,43,52,256
33801564,t,5,26,54,318
33801811,t,27,57,87,298
33801840,t,12,27,54,261
33818288,t,8,25,52,234
33819035,t,0,19,41,173
33309429,t,25,55,85,116
33314918,t,9,16,28,192
33368236,t,5,10,14,60
33819362,t,0,0,0,0
33819588,t,18,37,59,289
33819674,t,14,23,46,247
33819832,t,12,18,44,235
33823816,t,1,24,44,318
33828038,t,0,0,0,0
33830865,t,5,28,30,299
33833886,t,8,24,29,270
33835344,t,4,28,45,106
33847303,,0,0,0,0
33369388,t,0,0,0,0
33384371,t,1,1,1,1
33390865,t,18,43,73,308
33865845,t,26,56,86,227
33876750,t,0,0,0,0
33900199,t,0,0,0,0
33900433,t,0,0,0,0
33901269,t,0,0,0,0
33910561,t,13,24,27,80
33922718,,8,32,55,314
33923017,,9,36,62,323
33923512,,9,34,58,324
33398134,t,12,25,49,131
33421797,t,24,24,26,287
33428847,t,28,58,83,200
33924148,,8,35,61,331
33924398,t,7,25,52,313
33924572,t,7,21,32,277
33925003,,10,36,66,328
33925175,,10,35,48,316
33925314,,10,35,59,310
33929340,,0,0,0,0
33939345,t,30,53,74,74
33957042,t,24,54,84,359
33439846,t,6,11,18,140
33440003,t,0,0,0,0
33441203,t,9,39,69,344
33445589,t,0,0,6,89
33449664,t,27,46,70,248
33451738,t,7,16,24,163
33957422,t,30,48,73,238
33960473,,6,19,41,291
33966896,t,16,38,68,328
33967835,t,0,0,0,0
33968425,t,0,0,0,0
33972181,t,0,0,0,0
33980720,t,10,25,54,310
33990193,t,0,0,1,211
33466273,t,22,48,70,329
33467914,t,21,31,46,236
33491791,t,14,24,37,244
33991307,t,11,24,34,242
33991615,t,20,37,53,259
33992265,t,24,37,61,256
33992677,t,18,28,34,209
33992902,t,27,50,67,309
33993109,t,26,52,73,294
33996829,t,14,26,37,196
33509405,t,12,25,55,327
33513098,t,9,16,30,285
33551618,t,12,20,36,296
33551771,t,0,0,0,0
33569619,t,0,0,0,0
33569854,t,1,12,33,308
33577997,t,30,60,90,365
34007440,t,24,39,61,113
34008783,t,0,0,0,0
34022110,t,25,32,37,221
34039895,t,5,25,55,330
34040076,t,2,11,26,111
34048783,t,0,0,0,0
34056056,t,0,0,0,0
34072687,t,0,0,0,0
33579954,t,3,3,10,28
33581891,t,0,4,9,42
33582477,t,0,0,0,0
33582483,t,2,2,6,45
33586689,t,17,47,76,287
33616651,t,20,29,29,120
33658260,t,29,59,89,298
33661969,t,4,4,4,203
33682320,t,0,0,0,0
33690370,t,29,52,73,163
33700565,t,19,29,50,317
34074060,t,1,16,46,313
34085753,,0,0,0,0
34087653,t,20,39,66,156
34109596,f,5,15,27,238
34110939,t,1,4,12,196
34113648,t,0,0,0,0
34115726,t,16,28,41,127
34118339,t,4,7,7,85
34121814,t,16,35,59,234
34122993,t,0,0,0,0
33700787,t,0,0,0,0
33701629,t,3,12,36,140
33711629,t,5,17,25,261
34141678,t,2,6,20,284
34142212,t,0,0,0,0
34142238,t,1,16,46,319
34142602,t,2,6,15,206
34143092,t,8,26,39,314
34143458,t,3,13,37,311
34143735,t,1,6,17,219
34145401,t,26,50,80,167
34148921,t,11,27,57,299
34151985,t,7,27,57,332
33725488,t,9,9,9,9
33731198,t,14,29,41,189
33731710,t,29,59,89,364
33731785,t,6,12,28,303
33732492,t,7,21,43,315
34172765,t,4,8,17,245
34174754,t,1,1,1,1
34180466,t,5,17,42,258
34181347,t,0,0,0,0
34194862,t,19,45,68,334
34201577,t,0,0,0,0
34215756,t,19,24,36,215
34220505,t,6,13,19,272
33740403,t,19,34,61,150
33740890,t,19,34,61,150
33741083,t,19,34,61,150
33741180,t,0,0,0,0
33747576,t,25,50,80,352
33749064,t,4,31,61,334
33760502,t,7,32,62,336
33765378,t,11,37,67,342
34226096,t,29,59,89,179
34253168,t,27,42,55,83
34277038,t,0,0,0,0
34295123,t,29,34,47,222
34306281,t,0,0,0,0
34325691,t,0,0,0,0
34327221,t,28,52,74,339
34329111,t,29,52,75,315
34331382,t,30,60,90,365
34334420,t,23,53,69,317
33768320,t,30,60,90,207
33769626,t,0,30,60,334
33769846,t,25,43,73,348
33792409,t,8,21,37,92
33792936,t,18,36,63,148
33795602,,8,28,58,332
34681991,t,19,24,39,258
34702750,t,8,35,64,335
34705761,t,16,34,47,234
34375911,t,0,0,0,0
34380270,t,12,20,40,128
34383675,,0,0,0,0
34390436,t,0,0,0,0
34396116,t,21,29,50,184
34396815,t,28,50,74,349
34403030,t,0,1,6,88
34412072,t,2,4,6,197
34710748,t,0,0,0,0
34710787,t,27,52,82,284
34711237,t,25,47,77,281
34413895,t,0,0,6,264
34443664,t,2,25,55,263
34478255,t,0,0,0,0
34502440,t,25,46,76,351
34508644,t,25,39,69,344
34513139,t,0,0,0,0
34523989,,0,0,0,0
34527929,t,14,32,59,134
34533420,t,1,1,1,1
34711296,t,24,36,50,200
34711331,t,26,43,68,277
34711441,t,8,13,27,189
34534127,t,5,15,33,270
34534524,t,0,0,0,0
34543326,t,13,32,61,336
34544447,,0,0,0,0
34561337,t,24,37,53,304
34563539,t,24,32,39,293
34563939,t,1,2,2,2
34564009,t,12,36,66,339
34564991,t,0,0,0,0
34566309,t,1,1,1,1
34714696,,0,0,0,0
34583881,t,6,9,13,110
34588324,t,0,0,0,0
34588954,t,0,0,0,0
34592533,t,0,0,0,0
34602560,t,1,1,1,1
34625165,t,1,1,1,1
34625666,t,7,37,67,342
34648239,t,1,1,28,259
34652080,t,7,25,55,145
34663053,t,0,0,0,42
34714970,t,10,16,27,223
34733005,t,8,27,49,135
34734665,t,0,0,0,0
34745873,t,25,35,55,326
34746357,t,30,60,90,238
34752612,t,26,42,55,322
34767722,t,12,17,17,265
34673984,t,0,0,0,0
34674881,t,30,55,73,108
34676115,t,29,59,89,89
34677009,,0,0,0,0
34677414,t,0,1,1,42
34679976,t,29,59,89,322
34681748,t,0,0,0,0
35153086,t,14,29,49,116
35157538,t,0,7,7,11
34776702,t,10,22,35,279
34778995,t,23,31,40,267
34785769,t,10,40,70,345
34787093,t,23,38,66,313
34805076,t,6,13,34,289
34836819,t,30,60,90,253
34840453,t,24,44,71,155
35176920,t,6,15,41,309
35177884,t,0,0,0,0
35185737,t,0,0,0,0
35186001,t,29,50,80,170
35188816,t,30,60,90,365
35189889,t,28,58,88,178
35193549,t,0,0,0,7
35212909,t,24,54,84,359
34864002,t,18,32,38,157
34865874,t,21,33,63,338
34877775,f,0,0,0,0
35213834,t,1,1,1,1
35214124,t,19,34,64,298
35214585,t,22,49,79,354
35223903,t,8,12,17,205
35233214,t,22,47,77,193
35241477,t,0,0,0,0
35245713,t,22,49,77,188
35247170,t,13,30,53,166
34880041,t,0,0,0,0
34885592,t,27,47,74,284
35257430,t,0,0,0,0
35263599,t,0,0,0,0
35280773,t,0,0,0,0
35281642,t,30,54,77,345
35283089,t,0,0,0,67
35304928,,12,35,42,290
35327965,t,12,36,62,322
35328911,t,3,20,26,192
35329838,t,27,33,63,263
34887441,t,17,18,39,283
34891026,,0,0,0,0
34896989,,0,0,0,0
34899971,t,6,17,35,263
34923446,,0,0,0,0
34934305,t,29,57,81,350
34934382,,0,0,0,0
34935721,t,29,57,81,353
34958188,,0,0,0,0
34962346,t,29,59,89,179
34967007,t,29,57,80,345
34969466,t,7,14,19,263
35330780,t,28,58,88,268
35339612,t,26,56,86,361
35339756,t,13,21,40,307
35340055,t,19,34,53,216
35349237,t,2,6,7,103
35364054,t,0,0,0,34
35365467,t,0,0,0,0
35365804,t,15,21,48,73
35371395,t,29,53,83,358
34974968,t,0,0,0,0
34975693,t,0,0,0,0
34975810,t,0,0,0,0
34978445,t,0,0,0,35
35377595,t,19,35,44,159
35378706,t,11,19,49,313
35381036,t,16,40,70,320
35383710,t,0,6,9,113
35384210,t,2,5,9,97
35384483,t,18,35,51,283
35400660,t,5,9,10,118
34990516,t,6,12,21,149
34995595,t,17,29,39,301
34997494,t,15,29,43,310
35023185,t,28,38,52,208
35051686,,0,0,0,0
35412723,t,10,29,48,292
35413724,t,0,0,0,0
35416385,t,7,18,48,319
35420249,,0,0,0,0
35423594,t,9,13,24,235
35447214,t,30,60,90,318
35464785,,0,0,0,0
35464939,,0,0,0,0
35482116,t,0,0,0,0
35052129,t,18,44,74,345
35054103,t,8,10,22,111
35061667,t,0,0,0,0
35063394,t,13,21,26,232
35064823,t,0,0,0,0
35484366,t,0,0,0,66
35484735,t,0,0,0,67
35485052,t,0,0,0,67
35485242,t,0,0,0,67
35485404,t,0,0,0,67
35492633,t,30,51,74,205
35520314,t,1,3,5,273
35527540,t,21,29,37,119
35534496,t,0,0,0,0
35543818,t,22,43,65,220
35571605,t,0,0,0,0
35575018,t,22,36,54,269
35085361,,0,0,0,0
35085953,t,11,16,19,210
35590929,t,5,16,36,299
35591838,t,16,25,48,322
35594544,t,0,0,0,0
35594634,t,28,58,88,344
35595888,t,0,0,0,0
35600039,,0,0,0,0
35600973,t,23,23,23,23
35602594,,0,0,0,0
35603695,t,0,0,18,163
35603697,,0,0,0,0
35091232,t,29,56,86,358
35092168,t,1,1,1,1
35103830,t,0,0,5,263
35604081,,0,0,0,0
35605450,t,13,28,33,82
35605643,t,20,35,50,291
35607416,t,5,5,5,141
35613319,t,15,36,60,152
35614030,,0,0,0,0
35614569,,0,0,0,0
35630571,,0,0,0,0
35107326,t,11,30,45,225
35631265,t,30,58,88,363
35635997,t,28,52,80,201
35637073,t,21,44,65,183
35637768,t,15,39,69,337
35638082,t,22,50,78,207
35639161,t,28,54,84,215
35639677,t,16,29,42,292
35640400,t,23,42,56,317
35640816,,0,0,0,0
35642830,t,18,42,72,347
35110940,t,0,0,0,0
35114084,,0,0,0,0
35116473,t,10,17,31,32
35116950,t,29,59,89,364
35117555,t,30,60,90,365
35141560,t,26,47,72,283
35141563,t,23,34,52,233
35141567,t,30,59,89,300
35141571,t,24,49,79,290
35147566,t,0,0,0,67
35876630,,28,46,73,232
35643694,t,13,31,55,129
35644104,t,5,12,28,80
35651605,f,23,53,83,358
35669374,t,28,42,56,288
35672357,t,25,47,62,324
35673797,t,5,12,39,314
35674678,t,3,13,43,318
35675053,t,1,1,1,1
35675084,t,0,0,0,0
35892825,t,28,58,88,88
35897103,t,28,57,87,334
35675412,t,6,20,41,316
35698347,t,2,13,21,289
35700510,t,30,60,87,362
35704995,t,19,46,76,212
35705692,t,18,33,49,281
35725707,t,21,43,73,348
35727775,,0,0,0,0
35730301,,0,0,0,0
35736118,t,11,25,55,55
35736189,t,11,23,53,53
35903952,,20,50,68,343
35908030,t,30,60,90,365
35739673,t,0,0,0,142
35740186,t,0,0,0,142
35740440,t,1,1,1,1
35741684,t,19,40,68,343
35749708,t,26,54,84,359
35750262,t,19,26,32,248
35760920,t,0,0,5,119
35761757,t,6,16,18,276
35762866,t,29,59,89,364
35765676,t,29,59,89,364
35908407,t,30,60,90,365
35908665,t,30,60,90,365
35911989,t,4,8,13,245
35927919,t,23,42,65,326
35935136,,0,0,0,0
35943694,t,17,43,68,156
35945224,t,13,26,53,322
35767447,t,29,59,89,237
35768055,t,0,0,0,0
35769801,t,0,0,0,0
35769830,t,4,4,6,156
35773389,t,10,38,66,318
35773491,t,15,42,72,346
35783494,t,23,48,67,342
35787004,t,28,56,56,56
35787949,t,1,1,1,1
35791201,,0,0,0,0
35957217,t,30,56,79,163
35959434,t,17,30,51,301
35961653,t,24,49,79,273
35791545,t,0,0,0,0
35794233,,0,0,0,0
35794621,,0,0,0,0
35795341,t,0,0,0,0
35802613,t,0,0,0,0
35816502,t,30,42,61,173
35836597,t,22,47,73,341
35841418,t,30,57,87,362
35983548,t,8,22,27,229
35989796,t,0,0,0,0
35999147,t,8,10,19,193
35843781,,0,0,0,0
35849614,t,30,60,87,267
35852399,t,0,0,0,0
35855429,t,15,34,56,130
35868680,t,1,1,1,1
35869552,,0,0,0,0
35869601,t,13,17,21,199
35871220,t,0,0,0,0
36206106,t,0,0,0,0
35999545,t,10,22,41,203
35999613,t,5,17,23,211
35999676,t,5,17,23,211
35999784,t,1,5,11,221
35999825,t,0,3,9,219
35999870,t,0,3,9,219
36025596,t,0,0,0,0
36026375,t,0,0,0,0
36052729,t,28,58,88,346
36059319,,0,0,0,0
36060799,t,0,6,19,212
36091251,t,30,60,90,180
36097278,t,0,0,0,0
36210392,t,0,0,0,0
36221193,t,30,55,80,355
36251679,t,23,41,70,129
36257916,t,0,0,1,1
36273025,t,0,0,6,6
36273952,t,0,0,6,6
36274482,t,0,0,6,6
36275098,t,0,0,6,6
36293347,t,15,28,52,327
36293473,t,6,11,16,77
36100669,t,0,0,0,0
36101441,t,17,31,37,303
36101444,t,0,0,7,76
36102799,t,14,44,74,326
36103167,t,0,0,0,0
36103195,t,0,0,0,0
36104500,t,0,0,0,0
36105287,t,0,0,0,0
36105694,t,0,0,0,0
36111488,t,0,6,7,7
36111506,t,15,35,59,59
36303412,t,19,40,70,343
36340306,t,8,22,35,276
36340360,t,10,25,45,295
36353014,t,0,0,0,0
36371577,t,29,59,86,266
36376763,t,0,0,0,0
36379412,t,18,45,75,350
36389647,t,21,38,63,318
36390209,,0,0,0,0
36111835,t,0,0,0,0
36113765,t,23,49,63,63
36114118,t,4,30,55,55
36114306,t,0,0,0,0
36117719,t,0,0,0,0
36123911,t,0,0,0,0
36134249,t,29,59,89,179
36135049,t,29,59,89,179
36135660,t,3,12,39,129
36146052,t,0,0,1,1
36162127,t,0,0,0,0
36398575,,0,0,0,0
36409842,t,0,0,6,70
36410183,t,29,59,89,364
36415110,t,3,7,12,40
36441198,f,0,0,0,0
36443564,t,0,0,0,0
36444499,t,0,0,0,57
36449608,f,0,0,0,0
36163845,,9,36,66,341
36168507,t,29,51,81,263
36168518,t,1,2,16,272
36169636,t,23,48,78,247
36169901,t,29,50,80,267
36170137,t,30,48,76,214
36170449,t,26,47,68,320
36449789,f,0,0,0,0
36449869,f,0,0,0,0
36451740,t,14,31,61,333
36452395,t,25,35,59,231
36478133,t,0,0,0,0
36496240,t,9,21,30,255
36498059,t,0,0,0,0
36499308,t,28,55,83,327
36499620,t,0,0,0,0
36177714,t,7,9,13,218
36178897,t,13,21,28,266
36179328,t,22,42,57,319
36179916,t,1,1,1,1
36191093,t,4,14,27,171
36195345,t,29,57,80,80
36503656,t,11,31,47,305
36512576,t,7,37,61,61
36513022,t,30,60,90,365
36513621,t,0,0,0,0
36522341,t,10,30,60,297
36525386,t,0,0,0,36
36525754,t,0,0,0,67
36525843,t,22,22,22,89
36526001,t,22,23,23,151
36200050,t,30,54,69,69
36203618,t,0,7,31,31
36203834,t,30,46,62,261
36204781,t,28,47,64,64
36205165,t,8,23,38,38
36664931,t,12,21,41,219
36665207,t,8,15,26,80
36539225,t,0,0,0,68
36541279,t,0,0,1,212
36544985,t,5,18,26,273
36545229,t,0,0,0,0
36548788,t,13,25,44,147
36551822,t,5,35,63,338
36553690,t,29,37,50,312
36555726,t,15,26,47,322
36557038,t,1,1,1,1
36559148,t,21,32,39,258
36580462,t,25,35,44,237
36583110,t,0,0,0,0
36583814,t,15,37,54,314
36599761,t,26,54,84,235
36600155,t,0,0,0,8
36600396,t,0,0,0,67
36600589,t,0,0,0,37
36600740,t,0,0,0,67
36617762,t,0,0,0,89
36691283,t,29,59,89,179
36725264,t,0,0,0,68
36725644,t,0,0,0,68
36725870,t,0,0,0,0
36725975,t,0,0,0,67
36731152,t,8,20,37,215
36746766,t,7,15,39,106
36620908,t,20,38,52,254
36632950,t,0,0,0,30
36638146,t,23,53,83,83
36645298,t,0,0,0,0
36654159,t,1,1,1,1
36654547,t,26,42,60,292
36664074,t,13,24,39,93
36760869,t,18,30,47,172
36761209,t,29,59,89,359
36765932,t,0,0,0,36
37317029,t,20,43,62,321
37319681,t,5,12,15,194
37322894,t,20,44,73,327
37324362,t,0,0,6,6
37328200,t,2,3,4,148
37330775,t,8,11,17,207
37331563,t,22,46,70,311
37341725,t,19,45,69,190
37341739,t,26,56,84,334
37343719,t,7,12,24,253
36766202,t,17,43,73,348
36766689,t,10,36,66,341
36766945,t,15,36,66,339
36785907,t,2,9,24,90
36797107,t,0,0,0,0
37343843,t,30,56,82,357
37345215,t,0,0,0,0
37347352,t,1,1,1,160
37351690,,6,22,49,324
37354712,t,23,47,77,349
37357816,t,30,53,83,311
37363842,t,23,50,80,350
37366192,t,29,59,83,338
37378071,t,18,44,74,349
36804495,t,17,22,45,313
36830602,t,6,16,31,288
36835475,t,29,59,89,229
36839369,,0,0,0,0
36847973,t,30,60,90,302
36860859,t,16,25,36,157
36869047,t,13,35,61,336
37388599,t,20,37,54,322
37388861,t,1,1,1,1
37388864,t,18,32,46,290
37388866,t,11,16,25,257
37396561,t,26,52,82,357
37397193,t,29,52,82,350
37411010,t,8,23,48,323
37417232,t,28,45,66,219
37458938,t,4,23,40,212
37474255,t,3,9,10,240
36872096,,8,31,51,310
36879168,t,28,56,86,342
36890830,,0,0,0,0
36896745,t,8,21,36,279
36898695,t,25,38,68,340
36909204,t,10,11,21,115
37474258,t,6,8,16,213
37474260,t,4,8,11,206
37474263,t,12,22,47,310
37474266,t,7,22,33,306
37474269,t,22,40,64,339
37474274,t,0,0,0,0
37474279,t,12,36,57,329
36910283,t,22,29,37,121
36913446,t,28,58,88,363
36958255,t,0,0,0,0
37475218,t,29,47,47,153
37476917,t,0,0,0,0
37486707,t,0,28,58,272
37489098,t,24,44,54,314
37512891,t,17,38,63,248
37515976,,0,0,0,0
37532416,t,1,31,61,336
37549507,t,0,28,58,272
37550485,t,0,28,58,206
36968489,t,0,0,0,68
37014389,t,22,49,73,339
37552076,t,9,11,19,222
37552079,t,9,17,29,284
37552083,t,14,23,27,276
37552086,t,0,0,0,0
37552087,t,19,32,49,270
37552091,t,16,25,29,283
37552095,t,24,44,62,327
37043148,t,25,51,77,324
37068720,t,21,21,48,139
37071266,t,9,14,41,263
37081210,t,0,0,0,0
37086114,t,0,0,0,0
37086247,t,0,0,0,0
37552389,t,22,52,78,287
37553053,t,30,46,75,349
37553378,t,0,28,46,260
37554007,t,1,24,54,268
37556073,t,12,24,51,141
37598251,t,29,59,89,362
37600910,,0,0,0,0
37613149,t,23,49,79,354
