id,has_availability,availability_30,availability_60,availability_90,availability_365
580270443958167522,t,25,49,72,336
580288878239084773,t,0,0,0,189
581607998584043664,t,30,60,90,203
581699819222908478,t,30,52,82,141
575416696104724708,t,12,28,43,318
576133777055190062,t,0,0,0,0
576321023587924895,t,0,0,0,0
576510365553810337,t,14,22,41,139
576687183525317653,t,30,60,90,235
577396019352342600,t,23,51,76,289
577417524843845415,t,20,50,80,340
577456521903824560,t,30,57,87,259
577514277428551311,t,19,49,74,344
577632454918828376,t,15,34,61,311
577999183308398032,t,10,40,62,271
578062096184345011,t,29,59,89,364
578099046453670035,t,30,60,90,365
578221245079373598,t,3,5,12,231
578696651262386403,t,2,2,5,5
578793292598850872,t,5,6,18,252
578827338481294864,t,24,49,79,354
582345561032972263,t,11,27,57,332
582350055259396343,t,0,0,0,0
582406142980246397,t,6,9,17,150
582487928328110547,t,0,4,7,156
582491571392551652,t,28,44,65,271
582622743381685837,t,25,50,80,260
578829661636957353,t,30,49,62,62
578832435077851541,t,8,26,41,149
578837830590705220,t,15,28,37,264
578864772515299980,t,1,1,1,1
578909417954033396,t,25,52,80,332
578942643507312395,t,29,59,89,364
578942653468724773,t,0,0,28,303
579064114739158751,t,20,49,79,259
579368281848919434,t,30,60,90,180
579505350723520288,t,0,26,56,330
579520937552870814,t,27,57,85,263
579625354095855541,t,20,46,76,258
579642036107564311,t,13,17,30,273
579650958964557203,t,20,39,65,235
580141409748495156,t,1,1,1,1
580145353739929269,t,0,0,0,0
580270382238487967,t,21,43,67,342
583013467341188926,t,29,51,76,215
580270392880600099,t,28,54,84,354
580270404419438441,t,13,30,49,321
580270414162356691,t,14,31,58,318
590480643826200008,t,10,30,54,269
590500208079470056,t,14,22,33,258
590565080732042840,t,4,6,15,166
591239981932663301,t,0,3,18,53
583061901530696203,t,30,58,87,341
583070095676930626,t,26,52,82,198
591989053433098085,t,1,23,53,297
592094368920203935,t,15,39,69,322
592094585309161682,t,7,22,42,310
592450432373740517,t,6,14,27,143
592470906719202708,t,19,36,63,269
592470916180799377,t,9,19,36,238
592470924692996738,t,10,21,35,231
592470934507836964,t,19,33,51,250
592571768536767542,t,0,0,0,0
592578377774356780,t,0,0,0,0
592617185876517976,t,8,24,38,305
592640657628922815,t,30,51,81,356
592812613676984662,t,0,0,0,0
592854324686346701,t,28,54,84,174
593227796116506535,t,0,0,0,188
593256161644429594,t,11,26,36,300
593256169808204088,t,15,28,34,294
583076267439493399,t,30,58,87,341
583078576922759393,t,29,59,87,342
583146800512885887,t,5,22,44,273
583212386652409925,t,24,35,45,251
583338298290701841,t,2,5,10,193
593286699533760056,t,9,22,42,241
593326406584474718,t,12,31,43,261
593330824231830122,t,30,52,79,347
593364470792095806,t,7,16,24,289
593375253478731806,t,28,56,71,301
593455649857579997,t,29,52,82,285
593841537285056750,t,25,38,60,243
593895517671057261,t,8,16,39,221
583834717766507212,t,11,26,48,307
583834727489840273,t,13,25,49,314
583834736356176893,t,19,40,70,345
583911185806492278,t,30,49,76,252
584147507157515546,t,0,0,0,90
584412356429879866,t,9,19,25,214
584697842020940865,t,14,34,49,274
584709849381779818,t,10,15,26,26
594043222750095638,t,18,39,69,320
594228811583046700,t,20,31,42,121
594263594214476431,t,27,27,39,307
594594986951518897,t,7,7,7,7
594696431294142521,t,30,60,90,221
594736106827754576,t,0,0,0,0
595251883609789735,t,0,0,0,0
595394749504036106,t,0,1,1,36
595401326333966583,t,0,0,0,0
595495317325201683,t,10,28,58,333
584744642332718914,t,10,21,35,87
585272295820279363,t,0,0,0,0
585328593955657950,t,22,37,59,284
585340825407045531,t,21,48,68,337
585477092322790472,t,4,14,41,221
585987296717285479,t,30,60,90,206
595518466930771657,t,0,0,0,7
596180125393135524,t,30,54,76,262
596254806601732230,t,15,31,36,158
596262017058734042,t,3,17,39,313
596262430469187727,t,24,34,49,237
596394907705291894,t,8,13,23,126
596848015236170272,t,0,0,0,0
596928011490193530,t,23,53,83,266
586039652463220696,t,9,23,43,313
586749663841712092,t,16,39,69,209
586839846004250422,t,28,40,70,145
586841313673854613,t,7,23,53,326
586855596675159814,t,28,46,52,327
586866334131025052,t,20,26,31,264
597102477890009582,t,30,60,90,365
597234933359069385,t,21,32,49,281
597520684449459322,t,0,0,0,0
597623923633079634,t,17,43,69,156
597724575284105772,t,10,10,10,10
597757353198477600,t,22,36,45,300
597806129105600246,t,0,0,0,0
597806555020781344,t,0,0,0,0
597806772548681473,t,0,0,0,0
586885327626302547,t,3,22,42,310
586896764824237394,t,10,24,35,115
586988226147612670,t,0,0,8,167
587210155066385675,t,20,40,70,250
587420107164586234,t,29,46,76,166
587471352848017834,t,11,39,69,344
587544907869047407,t,2,2,2,223
587548848182114933,t,7,23,32,208
587550579276198334,t,0,0,7,282
597879137267570539,t,0,0,0,0
597891791929201708,t,20,26,33,276
598155879354764470,t,9,32,62,325
598222544204138605,t,1,1,1,1
598251653443045279,t,0,0,0,0
598267975067664078,t,10,22,48,318
598278243551906059,t,8,16,38,309
598384795639183402,t,0,0,0,0
587584218257375022,t,16,34,60,332
587660965224854143,t,11,34,64,226
587730150757419399,t,7,14,28,206
598385144731391493,t,15,40,70,157
598389868320242390,t,0,0,0,261
598398476786975797,t,1,1,1,1
598408435189845880,t,3,16,46,321
598447813403689209,t,27,55,85,107
598453390984683857,t,4,25,55,330
598488516943179560,t,0,0,0,0
598500989206457733,t,22,44,68,68
598574583821654102,t,23,50,74,74
588242162994853089,t,29,53,83,358
588256247606452014,t,22,49,79,354
588408913339001197,,0,0,0,0
588834408353608159,t,5,9,15,184
589076639007626585,t,12,20,26,224
598914011968767507,t,30,54,84,359
598973389957396761,t,18,48,78,353
598985618236338468,t,17,47,77,352
599015714692543858,,0,0,0,0
599132503819797181,t,29,39,50,253
599248490892701994,t,0,17,39,273
599315517874303968,t,20,43,73,338
599627923332011516,t,24,51,81,136
599701729933349120,t,1,1,1,1
599701820042267207,t,15,28,47,293
599789588241765456,t,25,37,49,273
599816645609130919,t,5,5,6,243
599839232129678013,t,10,15,19,279
599861168937798676,t,15,36,66,335
599861983707200011,t,7,11,11,279
599862892300404553,t,12,24,29,298
599864976675939443,t,27,57,87,362
599869235021870020,t,0,0,7,162
599871063683844998,t,13,37,67,342
589183162276418697,t,7,17,25,223
589389602974763389,t,6,27,57,234
589567545741959850,t,18,35,54,249
589584556763250520,t,0,0,0,66
589657015956681133,f,0,0,0,0
589763405532146564,t,22,51,81,332
589770162991235365,t,16,36,62,305
589791983735540721,t,30,60,90,358
590324411236519438,t,15,21,31,102
590440863812683838,t,4,9,27,277
590457230950338101,t,3,10,22,263
599873513633124431,t,0,22,52,327
599887719272795904,t,13,39,69,343
599910110884833817,t,1,1,1,1
599961799977052242,t,14,32,62,337
600026583263223738,t,27,55,84,152
600070191719680548,t,22,32,46,280
600408328178950403,t,8,20,50,230
600486978827868329,t,29,59,89,338
590462253148212817,t,15,30,44,294
590464391509057459,t,12,20,26,275
590466842646972941,t,10,22,33,273
605659487887560840,t,29,51,67,215
600625035248235538,t,25,50,76,289
600800613122879708,t,10,22,49,324
601141115039349203,t,16,39,67,155
601204364380860361,t,8,24,39,297
601881059903644158,t,0,0,0,0
602246909404309584,t,0,0,6,264
602719622627107434,t,1,21,47,135
602735886367693585,t,4,24,31,118
602759901944061081,t,10,38,68,156
605764744244904537,t,0,0,0,0
605764943501998269,t,0,0,0,0
606378480339259696,t,28,52,82,203
606439114087167719,t,13,13,42,317
606937840335674374,t,0,0,0,0
606945232166816939,t,7,27,57,182
607139132321304515,t,29,35,35,35
607230809296653833,t,17,31,53,136
607732681583286899,t,25,55,85,360
602831143027997558,t,4,10,22,247
602840891327621737,t,29,47,57,185
602868474619111501,t,27,57,87,362
603244215232588837,t,7,21,29,285
603427988462254742,t,9,12,15,131
603631622700126600,t,30,60,90,365
603694690125560947,t,1,1,1,161
603734829347864913,t,16,35,61,332
604037952882532986,t,6,36,66,341
604156741320485147,t,11,33,63,335
604157222480559710,t,8,27,44,276
604158281072988564,t,10,32,57,328
604158771887931001,t,1,1,1,1
604159503394499130,t,9,36,66,341
604159941873530654,t,12,39,69,343
604160403395616560,t,0,0,0,0
604160826588995184,t,11,34,64,331
604271026981895822,t,23,27,43,210
607782215513016200,t,9,31,56,318
607785141002073042,t,30,60,90,365
607799253776691248,t,0,19,44,315
607863049594194351,t,18,47,77,351
607870439225198425,t,0,0,0,0
608015456673753920,t,0,3,3,3
604273567138365046,t,16,41,71,251
604682136756379226,t,14,38,59,310
604750231166322113,t,19,38,64,323
604760563863130798,t,8,21,43,296
604936081908803330,t,10,40,70,344
604945335237340833,t,9,31,61,336
604945344818747504,t,1,1,1,1
604945354885686569,t,10,18,26,274
604957026860369683,t,12,38,61,335
608046622564624071,t,8,24,37,260
608049622941491958,t,11,27,45,98
608430560407238194,t,26,45,71,346
608434613032044977,t,23,23,23,23
608487141472634577,t,9,33,51,317
608517835665366950,t,20,50,80,355
608522226068425950,t,6,7,8,157
608608976549138635,t,12,13,15,173
605374254182781365,t,25,52,72,294
605534090115705373,t,0,0,0,0
614309377342897066,t,28,42,72,128
614355529637231660,t,4,8,14,131
614365072183335431,t,0,0,0,0
614387421101593147,t,0,0,0,93
614405043981554241,t,17,31,46,313
614415564964327160,t,8,13,28,249
614445411938038850,t,9,9,9,9
608680606436421406,t,28,58,88,363
608709589346236067,t,1,1,1,1
609094260661364817,t,29,59,89,364
609098864927491239,t,29,59,89,364
614445846107685272,t,0,0,0,266
614446547992940254,t,0,0,0,0
614446880220630487,t,0,0,0,0
615363332075544440,t,4,13,39,312
615825837800821805,t,10,26,46,321
615827393874249176,t,1,1,1,1
615992211355183127,t,28,58,88,345
616525780283516399,t,13,28,58,333
616546225502636855,t,24,54,84,359
609128123032571346,t,6,21,37,301
609279243843443798,t,17,36,62,332
609296094163262042,t,9,22,42,287
616615008348065635,t,21,43,70,337
617254627877438680,t,0,0,0,0
617897008753648978,t,1,1,1,1
617960407740282095,t,14,16,21,113
617998726607626497,t,19,43,68,311
618026135290058858,t,3,25,42,301
618043539059803534,t,0,0,0,111
618083318287197213,t,16,24,28,154
609368883269228071,t,17,32,55,135
609383827036807454,t,0,0,0,190
609387429299267674,t,9,9,9,9
618084701576133699,t,6,13,18,110
618475433795805316,t,23,41,62,329
618492244774470324,t,0,0,17,77
618560137463211490,t,0,19,49,139
618730895530909031,t,2,26,40,289
618898816544924681,t,18,18,37,127
619271721347765468,t,1,31,61,336
619348430909459269,t,15,38,43,313
609822822572831565,t,0,24,47,270
619348444423998553,t,9,39,61,331
619348455052539587,t,7,37,67,339
619348466694592272,t,15,42,72,344
619348479112214706,t,22,47,71,325
619395317970569999,t,18,33,62,221
619431026861793163,t,7,26,52,320
619504380452793599,t,9,19,24,148
619522426623327714,t,12,28,44,254
610099279866909538,t,25,52,73,339
610403876216484601,t,19,49,79,348
610547339120673604,t,15,45,75,350
610551492316954317,t,14,40,69,342
619592994645415334,t,17,47,77,258
619644045587287656,t,30,60,90,365
619961107134641785,t,0,8,28,296
620003199063678085,t,15,32,53,290
620095019628333657,t,21,34,51,322
620100820008144033,t,25,42,67,247
620158353491660308,t,1,1,1,1
620185510752742671,t,30,60,83,352
610552949395995032,t,20,50,80,355
610584369340614997,t,13,33,62,331
610608048627990195,t,0,0,0,0
610663176517169527,t,16,36,63,332
610685046519761267,t,22,42,70,339
610702966274719351,t,15,26,41,288
610703953412198916,t,16,41,71,340
620378394233211136,t,30,49,72,347
620382897436385611,t,30,45,66,314
620436720488630841,t,20,38,68,340
620669876338056908,t,25,41,45,126
620695694606010768,t,12,35,59,145
620702705506286481,t,7,12,20,165
620786297259950381,t,4,4,4,4
620846137748532410,t,0,0,5,280
620881691026005003,t,19,29,46,280
610728381448038959,t,0,0,0,0
610730653941929806,t,4,18,35,295
610853123333647201,t,10,40,64,317
610925431011824401,t,29,54,55,82
611443175738729269,t,16,26,38,303
620913731917813674,t,14,18,25,277
621373460094145887,t,9,20,25,270
621433122107192175,t,18,39,55,128
621513621576474458,t,26,39,65,322
621516330158178536,t,25,46,65,245
621618477672156333,t,18,28,39,292
621715282730590676,t,3,19,27,290
622113043413381687,t,18,29,59,334
622143330759233746,t,11,17,20,141
622272405863119226,t,30,55,82,315
611559118638527116,t,21,44,67,300
622285075208926981,t,19,22,44,161
622392478482252172,t,22,29,52,278
622448977775280391,t,29,59,89,179
622913132873009735,t,10,26,56,327
622947035713835357,,0,0,0,0
623034102104365958,t,0,0,0,0
623049200238687507,t,21,38,68,151
623051272633495146,t,21,38,68,151
623052812841708737,t,20,37,67,151
611564743364060204,t,23,45,64,288
611569886990121453,t,23,48,73,296
611575200322352980,t,24,44,63,285
612000081202481422,t,9,13,43,304
612222970208864978,t,29,47,68,290
612375322078890832,t,29,59,89,364
623078964358089409,t,4,14,39,216
623164824947764711,t,7,20,29,208
623658957191756028,t,5,13,19,280
623663507246542459,t,15,26,44,311
623784317996413864,t,8,18,43,130
623784467380583491,t,12,22,37,124
623862013286837460,t,28,58,88,178
623909482949375609,t,0,0,0,0
623989883294045436,t,1,9,15,86
624305432209618367,t,1,1,1,1
613038736304849063,t,7,25,49,318
613097790271160687,t,12,31,58,333
613114434925980816,t,0,0,0,0
613121999135610303,t,8,34,62,337
613129572233535623,t,12,35,63,338
613162135070471765,t,11,23,29,259
624340411825449994,t,5,18,40,315
624543013799393395,t,29,57,87,362
624654057217430934,t,29,59,89,269
624690726184993295,t,7,12,30,268
624716579765719261,t,1,20,50,325
625011602552758116,t,0,0,0,0
625069844306187693,t,30,38,53,233
625069886199279456,t,30,60,90,265
613543784855376823,t,13,33,63,338
613559534755511768,t,0,0,0,0
625118810533089139,t,1,1,1,1
625166095516433651,t,10,26,52,320
625212220619145820,t,6,20,35,184
625383992320615587,,0,0,0,0
625935537223787693,t,18,48,78,353
625935935262250318,t,19,49,79,354
625992892114848440,t,1,1,1,1
613641764821476785,t,18,44,74,349
613711929408659974,t,18,18,18,18
613827198922671661,t,13,23,43,303
613832884426595910,t,9,27,37,308
613832909654403145,t,8,17,32,298
613832930959617053,t,13,30,44,308
614170394284307749,t,8,23,35,307
614226935849548868,t,0,7,37,312
629593344334399551,t,0,0,0,0
629601880454390669,t,30,57,82,325
626234845016323148,t,22,48,78,353
626264796551471460,t,7,33,63,338
626460247202761951,t,30,60,90,365
626520503978414529,t,10,32,49,324
626522112887209855,t,13,36,66,340
626536553534452378,t,12,32,48,320
626584602993811031,t,21,47,77,343
627239953636246525,t,7,16,36,304
627447139208875271,t,29,59,89,293
629610892764297103,t,30,60,83,308
629626433549979183,t,29,33,53,165
629723104508275469,t,0,0,0,0
629787976455872218,t,18,31,57,57
630134040440771433,t,15,38,67,340
630187057759127259,t,0,0,0,0
630325867590724213,t,6,20,41,267
630326563950274846,t,19,44,74,340
630517716684574358,t,9,14,21,171
630563339879741373,t,15,21,26,32
627684119652723885,t,16,35,55,325
627937461683912671,t,13,14,15,182
627982332189064439,t,6,9,31,203
627990832437857052,t,0,0,0,0
627999380062388046,t,0,7,37,127
628011296475430141,,0,0,0,0
628116475471129734,t,11,13,16,180
628134857480688453,t,20,40,57,242
628156990896248131,t,30,60,90,365
630866352544718373,t,0,0,0,0
631011961819746918,t,0,0,0,0
631081750743437124,t,0,0,0,0
631082201803411718,t,27,51,71,339
631358977783337628,t,27,37,52,136
631942598052061174,t,22,49,79,354
632450041508762079,t,7,21,34,269
632534177335744212,t,30,60,90,365
628159910363876716,t,5,18,38,273
628203736964712363,t,9,31,48,312
628236167103071354,t,7,20,31,271
628329995356339168,t,23,43,64,335
628425965451639263,t,26,48,78,326
628453920843794812,t,30,58,85,344
628642286473266035,t,11,41,71,346
628647826097945115,t,7,15,35,124
629003898947699957,t,0,0,7,282
629053722313367212,t,9,18,36,274
629073392948684642,t,11,38,68,343
629103522210054192,t,13,40,70,345
629479683209916133,t,30,60,80,309
629495363772114789,t,30,60,87,347
629510731375253201,t,30,57,82,326
629527695468455526,t,30,57,87,323
629531057901163304,t,30,55,82,332
629535993892729341,t,30,57,82,331
629542490551343552,t,30,57,83,326
629587991810824943,t,30,60,87,355
632627797714692855,t,10,22,38,305
633030006108773688,t,19,26,48,312
638093545968043413,t,0,5,23,239
638098339794426732,t,23,41,66,335
638109578087175693,t,19,29,46,280
638173337253176287,t,27,52,82,351
638199465700037947,t,0,0,6,262
638281443511206041,t,10,27,56,282
638290759867021891,t,0,0,0,246
638291934689766490,t,19,29,46,280
638324180766422642,t,1,1,1,1
633217169016118287,t,10,19,39,295
633218145120461398,t,30,60,90,300
633316757126734613,t,29,54,82,357
633387128515838849,t,0,0,0,0
633389330515343645,t,10,33,35,308
633393699737849030,t,15,34,64,339
633470056882897202,t,10,20,50,325
633700560915263620,t,17,41,71,346
633722442490080985,t,0,0,0,0
633766683525591854,t,18,37,61,331
638339847873992040,t,24,33,63,338
638479556195811956,t,29,35,50,310
638491808154864808,t,17,31,51,300
638776480639144307,t,0,0,3,247
638810507226483392,t,30,54,84,359
638851376426080923,t,0,0,0,209
638859255754848286,t,0,0,1,212
638860416951943997,t,24,54,84,341
638873016390159001,t,30,60,90,365
638939425144179308,t,0,0,0,66
633777980606168359,t,10,18,42,317
633818572803574474,t,14,32,62,332
633930616727294406,t,14,25,40,240
633944285876062373,t,24,38,57,332
634062848724184830,t,15,45,75,350
634179289259099082,t,10,12,23,23
639036527255511934,t,11,13,21,251
639200312974103155,t,6,29,46,193
639694450651568072,t,13,30,48,182
639717997774598514,t,8,22,52,327
639812386225573397,t,18,25,55,55
639958931255020164,t,22,41,61,170
640286767740198426,t,30,57,58,202
640488312857643466,t,4,18,48,228
634497064382158521,t,6,19,28,191
640538949806139331,t,24,40,61,329
640554268815562119,t,11,21,31,277
640605298602948019,t,27,51,79,354
640627958143559421,t,16,46,76,166
640709808748479320,t,7,9,12,239
640725474224338952,t,7,9,13,249
641047918302015194,t,0,0,0,0
641083481394958329,t,6,14,18,244
641107146854784010,t,5,10,16,256
634615535494331862,t,22,52,79,260
634617527509925797,t,23,50,77,337
634781289029641523,t,7,29,59,334
634811545252313906,t,5,26,50,325
634811558974410905,t,28,56,80,355
634902059207066809,t,18,42,66,341
634902072147707475,t,18,40,66,341
634902085407821518,t,22,40,70,342
635230770416095499,t,0,0,6,281
635238947961437088,t,1,1,1,1
635269549815591328,t,0,0,6,218
635279737583791672,t,0,16,40,312
635326753270286169,t,24,54,84,139
635331368476310161,t,8,29,56,316
641193605581937349,t,7,37,60,335
641315640528006757,t,24,51,79,187
641736640443073201,t,0,0,0,67
641758673619131862,t,0,0,0,66
641771878232891474,t,30,60,90,348
641778865021591910,t,9,20,50,325
641801033500267875,t,1,1,1,1
641874471255469752,t,29,59,89,364
641884316145862926,t,0,26,53,328
641988752392236119,t,2,28,46,321
641995847650633890,t,4,32,59,334
641998444831696427,t,20,33,57,307
635851059475962931,t,0,0,0,0
636051084722301743,t,0,1,1,217
642017404760910225,t,11,17,22,172
642141127105470266,t,30,60,90,365
642762030234585984,t,29,53,83,292
642863817718457413,t,15,45,75,340
643141153979390648,,0,0,0,0
643170991772652933,t,1,1,1,1
643247682733165970,t,0,0,7,132
643390281441351242,t,13,16,20,226
643390489759721057,t,8,30,53,119
643462752039008746,t,30,60,90,365
636090200598945242,t,27,57,87,362
636094503443374767,t,30,60,84,315
636107681170310435,t,24,50,80,355
643470829172427974,t,30,60,90,365
643470872849609401,t,0,0,0,0
643554421043193713,t,4,11,30,242
644085256573964759,t,22,40,54,329
644110476296125636,t,23,43,73,312
644208610503513421,t,16,37,61,286
644234111919402481,t,0,0,0,0
644682654776028564,t,12,24,44,316
644777923054255980,t,29,56,84,334
644853391100015196,t,3,9,18,219
644880374872563459,t,21,40,48,138
644973185599147989,t,15,25,30,195
645363064106599694,t,22,48,78,353
645446257968776758,t,0,0,0,68
645485225012865513,t,30,57,87,346
645694220911057444,t,8,9,17,17
646097194517692505,t,24,34,64,339
646104255559494312,t,30,55,85,360
646111572528847669,t,30,57,87,362
646118235877704527,t,15,22,33,288
636170182025995195,t,25,48,65,84
636298306115285957,t,15,32,50,309
636308436695524043,t,8,16,31,287
636315505971292968,t,14,30,51,310
636680478906904462,t,30,60,90,352
636808503551911677,t,0,0,0,181
636852971762635181,t,29,59,89,311
636966415192906653,t,30,54,82,239
646829720251311869,t,14,20,33,202
646877975758875092,t,30,58,88,298
647511339182906542,t,7,20,50,325
647517253843814814,t,0,0,0,0
647523513942665515,t,16,32,62,271
647641749868417423,t,30,37,58,333
647653527644673677,t,0,0,0,160
647722788445625891,t,29,59,89,179
647848758052410750,t,11,30,43,318
637505112539572749,t,7,14,30,292
637546554552549337,t,29,51,81,356
637725283267206142,t,26,50,80,347
637737314672945825,t,23,43,73,323
653511581996558874,t,20,50,80,260
653534298514809814,t,15,34,47,216
653543560198987544,t,0,0,0,0
653550380391502472,t,0,0,0,0
653627651305621009,t,30,60,90,365
648253983438279043,t,5,19,29,55
648324180607012996,t,0,0,0,0
648344794818492546,t,9,23,53,328
648404777518416532,t,8,13,20,157
648454001459186867,t,8,35,62,330
648487481279063741,t,1,5,5,10
648797851394408216,t,11,17,30,182
649004911629153337,t,0,17,44,311
649027317341686099,t,3,11,35,215
653746035677106571,t,18,42,72,347
653995892247042355,t,8,27,52,310
654092991227672709,t,3,24,54,310
"6,49041E+17",t,30,57,87,362
649046398420341398,t,30,54,76,347
649048222344703442,t,6,6,6,6
649058264200055128,t,1,1,1,1
649061962531701773,t,30,49,79,343
649126380484976325,t,15,45,75,350
649177871082723812,t,10,40,70,344
649280765709842766,,0,0,0,0
649281081412980163,,0,0,0,0
649281141027329286,,0,0,0,0
649348230784020798,t,0,0,0,0
649417628523321636,t,3,6,8,183
649680149241691680,t,17,31,60,289
649683737698668862,t,21,51,81,333
649691398245630407,t,10,28,58,200
649818115035943903,t,0,0,0,0
649845993612604031,t,11,16,27,255
654210878685921259,f,0,0,0,0
654237277067887233,t,0,0,0,153
654385883620546100,t,30,60,90,180
654400544816727445,t,30,60,90,90
649934786899653187,t,7,17,45,225
649934887931868182,t,22,38,68,248
650049578278451853,t,10,29,52,260
650088388539721983,t,25,55,85,175
650384074299950087,t,6,7,11,104
650505051506723359,t,26,38,68,315
650727749675471731,t,25,52,79,354
650727763219052202,t,16,41,71,346
650727777710605548,t,24,51,81,356
654747940356733255,t,29,54,78,353
654773424251592243,t,0,0,5,5
654803337647217441,t,25,55,85,360
654820721547127533,t,30,59,84,359
655070820686163184,t,18,31,51,314
655167642930026971,t,13,30,60,335
650727792530460952,t,13,43,73,348
651194300915424665,t,5,9,35,215
651210356531115287,t,11,31,31,31
651312113740276405,t,13,22,52,232
651398492538252700,t,1,1,1,1
651652053375724267,t,26,54,84,298
652737520671916382,t,23,43,61,319
652775558444782598,t,28,50,80,327
655195602112209058,t,19,48,76,346
655195615947982928,t,20,45,75,350
655195629641577475,t,22,46,76,351
652814161357457634,t,15,32,53,141
652822986164646167,t,30,58,88,312
652971384644065309,t,28,50,75,163
653415400623221116,t,15,34,64,332
653445448566461248,t,2,12,38,313
653484006771947450,t,20,48,78,353
653488286778669699,t,13,25,41,235
653493596148178701,t,1,1,1,1
660720002401545044,t,7,12,42,317
660720016245399357,t,19,30,57,324
660767354069968102,t,30,56,86,361
660789333509540531,t,14,17,23,142
660961418942685395,t,10,40,70,345
660991433032587214,t,1,1,1,1
660991448076683839,t,8,25,49,324
660991464357436666,t,15,45,75,350
661021765009986176,t,6,26,53,328
661021793633103702,t,30,53,80,349
661021806663517720,t,16,38,58,333
655207878049365261,t,12,21,51,313
655226089587519583,t,8,17,23,269
655496465150316859,t,9,14,23,270
655509221951130592,t,29,59,89,253
655512453838848297,t,0,27,56,324
655556348352598344,t,5,15,38,218
655618653245952578,t,16,37,45,298
655620461604956270,t,16,40,51,321
655621502284155586,t,9,19,24,272
656102405506752819,t,30,60,90,365
656282825276199573,t,0,0,6,36
656309377802476148,t,0,0,0,14
656419570707045711,t,14,17,25,123
656471743546216808,t,29,46,74,311
656509398705531226,t,0,0,0,175
657004393992915804,t,0,2,14,104
657038795639235824,t,0,0,0,0
661021820131289696,t,21,51,81,353
661224351432946878,t,14,33,48,136
661258185997233153,t,15,45,71,135
661281370173713193,t,4,10,14,245
661283639413805582,t,27,32,47,264
661415695745027213,t,0,0,0,0
661487706660405444,t,24,51,81,102
661605099931861088,t,28,46,76,161
661953235068595279,t,23,51,53,143
662048595626566396,t,24,46,63,268
657088279719276809,t,15,26,34,259
657126498714804268,t,30,45,58,122
657759754908454067,t,12,17,21,203
657933976376208796,t,23,45,69,290
662106091477139710,t,14,30,60,325
662193789201063793,t,17,35,56,307
662752325383824525,t,13,43,68,288
662872146283905739,t,1,20,47,269
662885041834747821,t,0,0,0,0
663086879399094864,t,22,29,45,283
663091176608515613,t,27,47,77,290
663535976774392031,t,6,31,59,326
663663541116517326,t,17,23,32,255
657974427035892717,t,27,44,74,347
658034456720660276,t,30,60,90,365
658055716401863446,t,23,45,73,291
663725011607413227,t,24,34,64,339
664069981694769248,t,5,26,42,307
664093089193382581,t,29,56,86,110
664188302037781647,t,5,10,17,101
664215804488595329,t,7,34,64,339
664225869904226743,t,19,49,79,353
664242135298392082,t,15,18,18,206
664287000189897551,t,30,57,82,336
664304813300703322,t,30,60,85,349
664444189903091925,t,17,33,58,322
658082826280020670,t,25,36,62,281
658409095452747293,t,24,38,53,217
664529674430310578,t,23,50,77,352
664538125782399888,t,11,25,37,231
664900126106656609,t,0,1,1,236
664912965683226739,t,0,0,0,0
664919763764022836,t,0,0,0,0
664925622113376602,t,0,3,9,261
664931684997420715,t,0,0,7,197
664951806937714027,t,27,53,76,345
658549934367211582,t,16,29,44,314
658636317483688653,t,14,14,14,250
659092173688771829,t,5,14,20,225
659119410792387571,t,21,51,81,333
659175451501868842,t,8,17,44,224
659382181011520534,t,25,47,66,335
"6,5947E+17",t,14,32,58,333
659514080357689055,t,9,19,34,206
665005681964523444,t,26,49,72,341
665023756092850126,t,23,39,41,156
665040658249883647,t,17,32,51,199
665046108046802840,t,0,0,0,0
665071650208959660,t,4,4,28,299
665094146329080485,t,13,18,29,256
665134334657116034,t,19,31,37,235
665609514392844209,t,0,0,6,281
659846211089879705,t,12,20,32,190
659874293161062702,t,0,0,0,0
659891277483872606,t,30,53,71,338
665646822851348677,t,2,8,16,230
665676635654648280,t,1,1,1,1
665689536470646008,t,27,42,68,279
665689587087802381,t,25,46,76,322
665689856082523769,t,11,29,46,201
665689971710822345,t,9,32,56,292
665697562641306151,t,25,42,69,344
665821802176597719,t,9,21,41,292
665821934922862387,t,8,16,46,321
665822812516312973,t,14,30,40,268
665823561173258579,t,8,30,55,311
665824056387384977,t,9,21,47,313
665825309412878494,t,10,25,55,330
665825559700580271,t,7,24,50,316
665900942482213726,t,14,14,14,45
666012180694587435,t,17,27,39,228
666042734915819778,t,14,25,43,231
659917433882417342,t,26,56,86,322
660083153241865472,t,4,26,56,330
666351700569571706,t,29,59,89,340
666353098743790968,t,3,3,3,3
666402703740156669,t,14,37,67,268
666423760125126685,t,17,47,77,167
666506100819111052,t,17,32,44,222
666551632029233346,t,0,0,0,24
666653282245172378,t,23,38,64,312
667359548972540311,t,16,27,47,239
667478721922818947,t,0,0,0,47
660104056277814180,,0,0,0,0
660113699808581030,t,19,42,66,313
660194449122444294,t,0,0,0,0
667610742137393491,t,22,47,77,351
667817070008764227,t,30,54,82,345
668053063860680066,t,29,59,89,361
668562561014486071,t,11,14,21,207
668570169018200469,t,10,22,31,283
668573107334452515,t,15,30,46,315
668576082672139523,t,13,27,45,289
668579114204416020,t,14,33,42,303
660252921963769544,t,13,43,69,255
660604615195284225,t,30,60,90,365
668585293902318746,t,6,23,29,277
668588214491691634,t,22,46,76,351
